NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    65m          0%     3166Mi          4%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3236Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3133Mi          4%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3235Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3208Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    59m          0%     3165Mi          4%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3214Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3154Mi          4%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3168Mi          4%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3264Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3271Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3156Mi          4%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3156Mi          4%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3308Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3206Mi          5%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3967Mi          6%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3177Mi          4%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    52m          0%     3188Mi          4%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    52m          0%     3161Mi          4%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    52m          0%     2343Mi          3%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    52m          0%     3835Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    51m          0%     3229Mi          5%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3781Mi          5%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3817Mi          5%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3879Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3837Mi          5%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3767Mi          5%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3766Mi          5%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3759Mi          5%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3821Mi          5%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3750Mi          5%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3765Mi          5%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     3764Mi          5%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     3824Mi          5%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    40m          0%     3812Mi          5%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3715Mi          5%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3782Mi          5%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   39m          0%     3767Mi          5%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   39m          0%     3756Mi          5%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   39m          0%     3867Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   36m          0%     3746Mi          5%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   35m          0%     3791Mi          5%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    34m          0%     3839Mi          5%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   30m          0%     3763Mi          5%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   29m          0%     3790Mi          5%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   23m          0%     3761Mi          5%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    297m         1%     4260Mi          6%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    69m          0%     3166Mi          4%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    65m          0%     3164Mi          4%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3227Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     3264Mi          5%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     3776Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     3258Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3207Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3159Mi          4%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3214Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3207Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3272Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    56m          0%     3229Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3236Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3168Mi          4%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    54m          0%     3162Mi          4%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3156Mi          4%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3177Mi          4%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3157Mi          4%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3193Mi          4%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3131Mi          4%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3235Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3199Mi          4%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3306Mi          5%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3768Mi          5%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3966Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3783Mi          5%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3765Mi          5%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3818Mi          5%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    45m          0%     3834Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    45m          0%     3188Mi          4%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3714Mi          5%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3836Mi          5%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3882Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3770Mi          5%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    44m          0%     2345Mi          3%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3753Mi          5%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3764Mi          5%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3824Mi          5%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    43m          0%     3812Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3158Mi          4%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3744Mi          5%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3822Mi          5%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3760Mi          5%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     3865Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3765Mi          5%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3755Mi          5%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   39m          0%     3764Mi          5%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    37m          0%     3841Mi          5%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   34m          0%     3792Mi          5%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   29m          0%     3793Mi          5%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   26m          0%     3763Mi          5%        
