NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     3349Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    80m          0%     3364Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    79m          0%     3360Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3357Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3338Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3411Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    77m          0%     3476Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3352Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     3442Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3315Mi          5%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3938Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     4060Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     4006Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    62m          0%     3989Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3936Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3960Mi          6%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3335Mi          5%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3979Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3923Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3920Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    57m          0%     3990Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     4127Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3953Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3934Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3929Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3991Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3966Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4010Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3876Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3959Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    51m          0%     3982Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     4071Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3938Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3958Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3941Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3925Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    39m          0%     2379Mi          3%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   35m          0%     3949Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    348m         2%     5006Mi          7%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   108m         0%     3404Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   99m          0%     3467Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   92m          0%     3359Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   92m          0%     3434Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   91m          0%     3388Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    90m          0%     3372Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   90m          0%     3364Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   88m          0%     3408Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   88m          0%     3416Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   87m          0%     3475Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    87m          0%     3366Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   85m          0%     3340Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    82m          0%     3352Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3317Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3367Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    78m          0%     3364Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3443Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3349Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   77m          0%     3416Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3354Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    74m          0%     3476Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3338Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     3442Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3377Mi          5%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     4062Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3941Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     4008Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     4072Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3958Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     4129Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    59m          0%     3989Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3980Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    57m          0%     3994Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3961Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3930Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3968Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    54m          0%     2375Mi          3%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3924Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     4008Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3923Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3877Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3992Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3940Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3934Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3967Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3940Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    45m          0%     3985Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3934Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3961Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   34m          0%     3927Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   28m          0%     3950Mi          6%        
