NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   112m         0%     3418Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   93m          0%     3471Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    87m          0%     3500Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   83m          0%     3413Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     3514Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     3470Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     3554Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3446Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    79m          0%     3460Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3502Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3426Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   77m          0%     3457Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3490Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    75m          0%     3429Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     3550Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    72m          0%     3438Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     3458Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     3391Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     3421Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     3414Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3532Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     3472Mi          5%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     4098Mi          6%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3504Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    61m          0%     3443Mi          5%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     4022Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     4087Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     4222Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     4013Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     4033Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     4017Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3962Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     4109Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     4001Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4020Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4050Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4026Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4025Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3987Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     4134Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     4010Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    50m          0%     4093Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     4043Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     4123Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    47m          0%     4086Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    47m          0%     2343Mi          3%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    45m          0%     4064Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     4077Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   39m          0%     4003Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   29m          0%     4011Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    305m         1%     4448Mi          6%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   131m         0%     3410Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    96m          0%     3458Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   94m          0%     3468Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   93m          0%     3552Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   92m          0%     3513Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    91m          0%     3500Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   91m          0%     3417Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   88m          0%     3389Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   88m          0%     3550Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   85m          0%     3411Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   85m          0%     3468Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   85m          0%     3500Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   83m          0%     3416Mi          5%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     4095Mi          6%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     3455Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3422Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3468Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    78m          0%     3432Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   77m          0%     3489Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3503Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3532Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3456Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3444Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    73m          0%     3427Mi          5%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    71m          0%     4057Mi          6%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    68m          0%     3443Mi          5%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     4008Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     4027Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     4005Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     4020Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     4086Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     4022Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3999Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3987Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    64m          0%     4083Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     4222Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     4017Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3955Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     4042Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     4133Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     4106Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     4021Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     4026Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     4003Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     4047Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    55m          0%     4091Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     4074Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     4041Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    48m          0%     2345Mi          3%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     4125Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   34m          0%     4010Mi          6%        
