NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3328Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3365Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    74m          0%     3329Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    73m          0%     3317Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     3338Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     3316Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    71m          0%     3389Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     3411Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3425Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3329Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    67m          0%     3341Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3412Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3306Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3316Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3352Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3346Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3299Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3413Mi          5%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3904Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3907Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3957Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3967Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    54m          0%     2382Mi          3%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3918Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    50m          0%     3965Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     4032Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3917Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3980Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3903Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     4098Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     4017Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3902Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    48m          0%     3962Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3908Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3940Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3892Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     3911Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     3849Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3919Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   39m          0%     3901Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   39m          0%     3909Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   38m          0%     3913Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    37m          0%     3912Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   29m          0%     3922Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   26m          0%     3901Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    345m         2%     4814Mi          7%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   109m         0%     3414Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   94m          0%     3388Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    93m          0%     3343Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   87m          0%     3329Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3427Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    77m          0%     3331Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3354Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     3409Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     3308Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     3367Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     3334Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3346Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3331Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3286Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3316Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     3413Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3413Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3339Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    64m          0%     3320Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    64m          0%     3342Mi          5%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3848Mi          6%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3297Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    63m          0%     3390Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3307Mi          5%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3907Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3909Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3971Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    55m          0%     3962Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3919Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3956Mi          6%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3315Mi          5%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4095Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    51m          0%     3969Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3912Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3909Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    50m          0%     3909Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    50m          0%     2381Mi          3%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     4018Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3915Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     4033Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3904Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3914Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3889Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3903Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3905Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3983Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3942Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3917Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3909Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   31m          0%     3921Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   27m          0%     3901Mi          6%        
