NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     4382Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     4466Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     4510Mi          7%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     4455Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     4431Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    74m          0%     4514Mi          7%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     4422Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     4447Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     4421Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     4496Mi          7%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     4433Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     4440Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     4442Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     4483Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    43m          0%     2355Mi          3%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   33m          0%     4479Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    327m         2%     5319Mi          8%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   143m         0%     3824Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   125m         0%     3895Mi          6%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   116m         0%     3925Mi          6%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   110m         0%     3891Mi          6%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   108m         0%     3810Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    107m         0%     3836Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   106m         0%     3841Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   106m         0%     3840Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   102m         0%     3930Mi          6%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   101m         0%     3864Mi          6%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    100m         0%     3852Mi          6%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   98m          0%     3818Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   98m          0%     3871Mi          6%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   97m          0%     3979Mi          6%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   96m          0%     3869Mi          6%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    96m          0%     3899Mi          6%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   95m          0%     3880Mi          6%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    95m          0%     3832Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   94m          0%     3849Mi          6%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   93m          0%     3906Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   92m          0%     4569Mi          7%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   90m          0%     3789Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    90m          0%     3900Mi          6%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   89m          0%     3940Mi          6%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   88m          0%     3935Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   86m          0%     4468Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   85m          0%     4437Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   85m          0%     4449Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    84m          0%     4480Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   84m          0%     4632Mi          7%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     4437Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     4490Mi          7%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     4512Mi          7%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     4540Mi          7%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     4384Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     4408Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   77m          0%     4437Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     4457Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     4418Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    74m          0%     4512Mi          7%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     4439Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     4429Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     4497Mi          7%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     4433Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     4423Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     4445Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    68m          0%     4504Mi          7%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     4559Mi          7%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4482Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    50m          0%     2356Mi          3%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     4487Mi          7%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    310m         1%     5158Mi          8%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   127m         0%     3917Mi          6%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   124m         0%     3919Mi          6%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   124m         0%     3856Mi          6%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   122m         0%     3799Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   119m         0%     3885Mi          6%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   114m         0%     3828Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   114m         0%     3882Mi          6%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    111m         0%     3838Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   110m         0%     3856Mi          6%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   106m         0%     3807Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    106m         0%     3895Mi          6%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    106m         0%     3825Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   106m         0%     3924Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   105m         0%     4395Mi          6%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    105m         0%     3830Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   103m         0%     3817Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    103m         0%     3895Mi          6%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   101m         0%     3782Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   101m         0%     3932Mi          6%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   100m         0%     3897Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   100m         0%     4557Mi          7%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   99m          0%     3866Mi          6%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   96m          0%     3859Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    96m          0%     4503Mi          7%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   95m          0%     3968Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   92m          0%     4428Mi          6%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   91m          0%     3836Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   91m          0%     3837Mi          5%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   89m          0%     4624Mi          7%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   86m          0%     4455Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     4366Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    82m          0%     4494Mi          7%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     4430Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     4419Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     4437Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     4506Mi          7%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     4413Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    79m          0%     4476Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     4450Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     4486Mi          7%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   77m          0%     4422Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     4418Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     4547Mi          7%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     4434Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     4485Mi          7%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     4410Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     4424Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     4528Mi          7%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     4475Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4474Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    52m          0%     2358Mi          3%        
