NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   190m         0%     8358Mi          13%       
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   187m         0%     8379Mi          13%       
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   179m         0%     8350Mi          13%       
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   176m         0%     8299Mi          12%       
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    171m         0%     8420Mi          13%       
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   169m         1%     7751Mi          12%       
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   167m         0%     8355Mi          13%       
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   164m         0%     8475Mi          13%       
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   155m         0%     8347Mi          13%       
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   150m         0%     8328Mi          12%       
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   145m         0%     8419Mi          13%       
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   119m         0%     8347Mi          13%       
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   110m         0%     8485Mi          13%       
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   106m         0%     8387Mi          13%       
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     8456Mi          13%       
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    61m          0%     2365Mi          3%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    511m         3%     7780Mi          12%       
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    457m         2%     7754Mi          12%       
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   448m         2%     7745Mi          12%       
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   441m         2%     7745Mi          12%       
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    438m         2%     7805Mi          12%       
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   432m         2%     7856Mi          12%       
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   430m         2%     7730Mi          12%       
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   428m         2%     7669Mi          11%       
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   423m         2%     7765Mi          12%       
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   420m         2%     7751Mi          12%       
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   415m         2%     7849Mi          12%       
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   412m         2%     7769Mi          12%       
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   404m         2%     7710Mi          12%       
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   402m         2%     7813Mi          12%       
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   399m         2%     7837Mi          12%       
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   396m         2%     7752Mi          12%       
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   393m         2%     7865Mi          12%       
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   390m         2%     7761Mi          12%       
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   365m         1%     8386Mi          13%       
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    353m         2%     7806Mi          12%       
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   351m         2%     7770Mi          12%       
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   348m         2%     7790Mi          12%       
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    341m         2%     7833Mi          12%       
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   339m         1%     8402Mi          13%       
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   333m         2%     7815Mi          12%       
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   333m         1%     8395Mi          13%       
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   321m         1%     8520Mi          13%       
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    317m         1%     5492Mi          8%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   297m         1%     8397Mi          13%       
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   295m         1%     8350Mi          13%       
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    292m         1%     8428Mi          13%       
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   288m         1%     8542Mi          13%       
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   284m         1%     8348Mi          13%       
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    279m         1%     8383Mi          13%       
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   278m         1%     8377Mi          13%       
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   276m         1%     8329Mi          12%       
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   275m         1%     8294Mi          12%       
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   268m         1%     8364Mi          13%       
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    268m         1%     8420Mi          13%       
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   268m         1%     7812Mi          12%       
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   253m         1%     8332Mi          13%       
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   250m         1%     8473Mi          13%       
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   247m         1%     8354Mi          13%       
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   244m         1%     8351Mi          13%       
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   241m         1%     8360Mi          13%       
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   221m         1%     8331Mi          13%       
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   199m         0%     8412Mi          13%       
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   199m         0%     8482Mi          13%       
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   193m         0%     8347Mi          13%       
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   183m         0%     8455Mi          13%       
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   140m         0%     8391Mi          13%       
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    61m          0%     2363Mi          3%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    315m         1%     5493Mi          8%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    315m         1%     7786Mi          12%       
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   308m         1%     7843Mi          12%       
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   293m         1%     7810Mi          12%       
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   292m         1%     7669Mi          11%       
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   289m         1%     7745Mi          12%       
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   283m         1%     7742Mi          12%       
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   282m         1%     7711Mi          12%       
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   281m         1%     7729Mi          12%       
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    281m         1%     7802Mi          12%       
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   280m         1%     7838Mi          12%       
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    279m         1%     7749Mi          12%       
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   277m         1%     7746Mi          12%       
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   276m         1%     7764Mi          12%       
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    274m         1%     7805Mi          12%       
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   266m         1%     7773Mi          12%       
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   266m         1%     7772Mi          12%       
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   261m         1%     7852Mi          12%       
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   239m         1%     7764Mi          12%       
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   237m         1%     7751Mi          12%       
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   226m         1%     8396Mi          13%       
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   221m         1%     7812Mi          12%       
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    221m         1%     8429Mi          13%       
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   216m         1%     8539Mi          13%       
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   216m         1%     8524Mi          13%       
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   216m         1%     8386Mi          13%       
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   213m         1%     8328Mi          12%       
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    212m         1%     8382Mi          13%       
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   204m         1%     8398Mi          13%       
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   196m         0%     8356Mi          13%       
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   191m         1%     7862Mi          12%       
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   186m         0%     8352Mi          13%       
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   186m         1%     7791Mi          12%       
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   183m         0%     8373Mi          13%       
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   182m         1%     7806Mi          12%       
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   182m         0%     8333Mi          13%       
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   182m         0%     8364Mi          13%       
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   179m         0%     8405Mi          13%       
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    174m         1%     7835Mi          12%       
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   168m         0%     8414Mi          13%       
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   167m         0%     8474Mi          13%       
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   166m         0%     8376Mi          13%       
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   160m         0%     8296Mi          12%       
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   157m         0%     8351Mi          13%       
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   149m         0%     8337Mi          13%       
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   145m         0%     8346Mi          13%       
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   131m         0%     8349Mi          13%       
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   119m         0%     8482Mi          13%       
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    117m         0%     8423Mi          13%       
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   112m         0%     8396Mi          13%       
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     8460Mi          13%       
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    62m          0%     2363Mi          3%        
