NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   29m          0%     3907Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    300m         1%     4344Mi          6%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    79m          0%     3278Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   77m          0%     3276Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3307Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3361Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     3226Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3260Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    66m          0%     3281Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3372Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3283Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3328Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3421Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3346Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3333Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    63m          0%     3261Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3314Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3253Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3266Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3299Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3366Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    59m          0%     3325Mi          5%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3936Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     4075Mi          6%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3311Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3312Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    56m          0%     3268Mi          5%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3891Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3932Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    51m          0%     2352Mi          3%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3982Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    50m          0%     3941Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    50m          0%     3947Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3857Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3907Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    49m          0%     3927Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3875Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3830Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3264Mi          5%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3875Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3854Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3869Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3866Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3979Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3858Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3946Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3896Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3872Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3875Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3849Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3855Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   31m          0%     3863Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   29m          0%     3909Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    390m         2%     4342Mi          6%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     3254Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    76m          0%     3325Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    76m          0%     3279Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3347Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     3304Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    69m          0%     3260Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3259Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    67m          0%     3283Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     3327Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     3262Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3360Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3420Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3313Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3336Mi          5%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3929Mi          6%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3300Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3316Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3268Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    61m          0%     3270Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3275Mi          5%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     4074Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3891Mi          6%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3312Mi          5%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3947Mi          6%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3226Mi          5%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    56m          0%     3924Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3875Mi          6%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     3371Mi          5%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3894Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3877Mi          6%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3285Mi          5%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3870Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3979Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3862Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3858Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3855Mi          6%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3367Mi          5%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3825Mi          5%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3859Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3938Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3850Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3909Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    47m          0%     2351Mi          3%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3979Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3857Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3865Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    42m          0%     3940Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     3874Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    38m          0%     3942Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   38m          0%     3876Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   31m          0%     3909Mi          6%        
