NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     4055Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   405m         2%     4031Mi          6%        
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    295m         1%     4626Mi          7%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    110m         0%     3476Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   103m         0%     3485Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   101m         0%     3548Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   95m          0%     3490Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    95m          0%     3443Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   93m          0%     3439Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    91m          0%     3520Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   90m          0%     3454Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    90m          0%     3455Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   89m          0%     3435Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   87m          0%     3443Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   86m          0%     3494Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     3514Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3574Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3474Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    78m          0%     3443Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   77m          0%     3455Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3404Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3473Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3518Mi          5%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     4120Mi          6%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3499Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     3433Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     3518Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3543Mi          5%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    66m          0%     4119Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     4033Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     4110Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     4043Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     4035Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     4235Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    61m          0%     4105Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     4057Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     4160Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     4053Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     4041Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     4068Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     4039Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     4107Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    56m          0%     4084Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     4164Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     4050Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3983Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     4022Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     4038Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     4050Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    46m          0%     2344Mi          3%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     4089Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   38m          0%     4023Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   26m          0%     4055Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    322m         2%     4618Mi          7%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    116m         0%     3523Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   105m         0%     3550Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   96m          0%     3515Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    95m          0%     3476Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   94m          0%     3434Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   93m          0%     3487Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   93m          0%     3436Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   89m          0%     3454Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   89m          0%     3441Mi          5%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   88m          0%     4122Mi          6%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   87m          0%     3490Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   86m          0%     3572Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   83m          0%     3493Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     3444Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    81m          0%     3443Mi          5%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     4039Mi          6%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    80m          0%     3458Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3475Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   77m          0%     3516Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3545Mi          5%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     4034Mi          6%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3404Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    73m          0%     3445Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     3494Mi          5%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     4104Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     4045Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     4110Mi          6%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     3454Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3475Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3517Mi          5%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     4050Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     4235Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    64m          0%     4119Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     4033Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     4091Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     4055Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    60m          0%     4089Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     4032Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     4060Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     4163Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     4041Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     4023Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3981Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4160Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4052Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4038Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     4062Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    49m          0%     4106Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    49m          0%     2345Mi          3%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   36m          0%     4027Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   34m          0%     4055Mi          6%        
