NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3373Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3334Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    74m          0%     3323Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3316Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     3415Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     3414Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     3316Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     3342Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3325Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     3354Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3419Mi          5%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3858Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3982Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3934Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3921Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     3915Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     3925Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    54m          0%     3980Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     4049Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    53m          0%     2379Mi          3%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3917Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3972Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    52m          0%     3926Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     4028Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3919Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    51m          0%     3977Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3905Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     4112Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3927Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3935Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3930Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3889Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3921Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     3930Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   36m          0%     3986Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   35m          0%     3956Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   34m          0%     3932Mi          6%        
