NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   91m          0%     4694Mi          7%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   89m          0%     4624Mi          7%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   87m          0%     4678Mi          7%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     4609Mi          7%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     4640Mi          7%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     4660Mi          7%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    51m          0%     2343Mi          3%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    325m         2%     5049Mi          7%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   126m         0%     4042Mi          6%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   117m         0%     4071Mi          6%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   117m         0%     4026Mi          6%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    114m         0%     4017Mi          6%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   114m         0%     4105Mi          6%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    113m         0%     4078Mi          6%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   112m         0%     4048Mi          6%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    110m         0%     4001Mi          6%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   109m         0%     3998Mi          6%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   109m         0%     4053Mi          6%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   108m         0%     3997Mi          6%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    108m         0%     4126Mi          6%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   108m         0%     4001Mi          6%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   107m         0%     3993Mi          6%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   106m         0%     4061Mi          6%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    104m         0%     4012Mi          6%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   102m         0%     4056Mi          6%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   102m         0%     4115Mi          6%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   102m         0%     3961Mi          6%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   101m         0%     4010Mi          6%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   99m          0%     4142Mi          6%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   96m          0%     4082Mi          6%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   96m          0%     4069Mi          6%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   92m          0%     4038Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   92m          0%     4732Mi          7%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   89m          0%     4600Mi          7%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   86m          0%     4799Mi          7%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   84m          0%     4602Mi          7%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   83m          0%     4615Mi          7%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     4633Mi          7%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     4617Mi          7%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     4617Mi          7%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     4600Mi          7%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     4726Mi          7%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     4615Mi          7%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     4673Mi          7%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     4597Mi          7%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     4603Mi          7%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    74m          0%     4676Mi          7%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     4605Mi          7%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     4691Mi          7%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     4609Mi          7%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     4560Mi          7%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    71m          0%     4655Mi          7%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     4625Mi          7%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     4668Mi          7%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     4702Mi          7%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    69m          0%     4659Mi          7%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     4635Mi          7%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     4649Mi          7%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    47m          0%     2345Mi          3%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    311m         1%     5048Mi          7%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    168m         1%     4120Mi          6%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    147m         0%     3987Mi          6%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   143m         0%     4014Mi          6%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   142m         0%     4048Mi          6%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   142m         0%     3985Mi          6%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   140m         0%     4049Mi          6%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   139m         0%     4043Mi          6%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   137m         0%     4039Mi          6%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   136m         0%     4109Mi          6%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    136m         0%     4013Mi          6%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   135m         0%     4074Mi          6%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   135m         0%     3998Mi          6%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   134m         0%     4140Mi          6%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   130m         0%     4060Mi          6%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   129m         0%     3960Mi          6%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   128m         0%     3988Mi          6%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   127m         0%     4034Mi          6%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   126m         0%     4005Mi          6%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   126m         0%     3994Mi          6%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   126m         0%     4105Mi          6%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    124m         0%     4009Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   124m         0%     4700Mi          7%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   123m         0%     4052Mi          6%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   122m         0%     4068Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   120m         0%     4727Mi          7%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    120m         0%     4078Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   112m         0%     4559Mi          7%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   112m         0%     4798Mi          7%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   111m         0%     4607Mi          7%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   105m         0%     4591Mi          7%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   104m         0%     4593Mi          7%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   102m         0%     4592Mi          7%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   102m         0%     4609Mi          7%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   99m          0%     4620Mi          7%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    99m          0%     4670Mi          7%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   99m          0%     4667Mi          7%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   98m          0%     4608Mi          7%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   98m          0%     4689Mi          7%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   95m          0%     4592Mi          7%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   95m          0%     4609Mi          7%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   95m          0%     4596Mi          7%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    95m          0%     4651Mi          7%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   93m          0%     4730Mi          7%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   89m          0%     4626Mi          7%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   87m          0%     4598Mi          7%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   86m          0%     4661Mi          7%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   85m          0%     4598Mi          7%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    83m          0%     4657Mi          7%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     4631Mi          7%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    49m          0%     2346Mi          3%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     4641Mi          7%        
