NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   87m          0%     3419Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     3338Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     3318Mi          5%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     3942Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   73m          0%     3911Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     3909Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     3939Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     4061Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     4117Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3995Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3923Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3989Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     3976Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    66m          0%     3987Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    65m          0%     3922Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3863Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3929Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     3940Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     3926Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     3933Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     4017Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3919Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3914Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3911Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    54m          0%     3969Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3915Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3914Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    49m          0%     2379Mi          3%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3958Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   28m          0%     3932Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    331m         2%     4868Mi          7%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    85m          0%     3340Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    83m          0%     3486Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     3405Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     3361Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     3306Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     3320Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3366Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3424Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3380Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3342Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3347Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    77m          0%     3353Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3439Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    75m          0%     3346Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3335Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3364Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     3341Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     3378Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     3342Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    68m          0%     3322Mi          5%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3991Mi          6%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3421Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3340Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     3412Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3320Mi          5%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3936Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    60m          0%     3989Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3997Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3979Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     4062Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3944Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     4018Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3958Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    54m          0%     3919Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3912Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3921Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3931Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3917Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3863Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     4119Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3911Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3917Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3928Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3941Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3910Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3914Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    43m          0%     2378Mi          3%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3934Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    42m          0%     3968Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   34m          0%     3917Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   32m          0%     3932Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    310m         1%     4872Mi          7%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   90m          0%     3404Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   89m          0%     3349Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    85m          0%     3346Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   85m          0%     3310Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   84m          0%     3380Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    83m          0%     3323Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    81m          0%     3353Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     3319Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    80m          0%     3485Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3361Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   78m          0%     3420Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   77m          0%     3342Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3366Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3365Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3382Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3349Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3335Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    73m          0%     3340Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3440Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3412Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3342Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3341Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3321Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3426Mi          5%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3989Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3915Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     4063Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    59m          0%     3921Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3865Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3944Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3923Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3913Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     3977Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    55m          0%     3989Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     4019Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3925Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3916Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3997Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     4121Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    48m          0%     2378Mi          3%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    48m          0%     3968Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3955Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3935Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3930Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3916Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3934Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3919Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3934Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3910Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   38m          0%     3915Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   30m          0%     3933Mi          6%        
