NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3956Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3899Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    381m         2%     4977Mi          7%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   112m         0%     3402Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   91m          0%     3319Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   91m          0%     3348Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    88m          0%     3363Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   86m          0%     3398Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    86m          0%     3347Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   85m          0%     3382Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   84m          0%     3349Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   83m          0%     3440Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    83m          0%     3488Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   83m          0%     3438Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     3461Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     3332Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     3402Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   79m          0%     3398Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    79m          0%     3348Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   77m          0%     3324Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3330Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3437Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3334Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    74m          0%     3320Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     3354Mi          5%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     4065Mi          6%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3328Mi          5%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3950Mi          6%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3348Mi          5%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     4128Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3999Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3982Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    59m          0%     3926Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3929Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3931Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     4039Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3857Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3936Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3925Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    54m          0%     3978Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3912Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3941Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3980Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3953Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3923Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3985Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3913Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    48m          0%     2374Mi          3%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3943Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3932Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3902Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    44m          0%     3998Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   37m          0%     3900Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   27m          0%     3957Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    373m         2%     4978Mi          7%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   99m          0%     3321Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   98m          0%     3399Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   93m          0%     3348Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   93m          0%     3399Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   92m          0%     3398Mi          5%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   90m          0%     3327Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   88m          0%     3462Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   87m          0%     3333Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   87m          0%     3384Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   87m          0%     3350Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    87m          0%     3347Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    85m          0%     3364Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    83m          0%     3489Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   82m          0%     3404Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   81m          0%     3348Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   80m          0%     3441Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    80m          0%     3320Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3331Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    75m          0%     3349Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   75m          0%     3336Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     3439Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   68m          0%     3440Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3354Mi          5%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   65m          0%     3998Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     4066Mi          6%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     3327Mi          5%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     3911Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3936Mi          6%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     4131Mi          6%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     4040Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    60m          0%     3980Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3983Mi          6%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3944Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3934Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3984Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3926Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3912Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3954Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3859Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    50m          0%     3926Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3926Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3980Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3930Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    47m          0%     3997Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    46m          0%     2375Mi          3%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3954Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3898Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3931Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3943Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   33m          0%     3954Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   31m          0%     3904Mi          6%        
