NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   70m          0%     3301Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    70m          0%     3306Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3292Mi          5%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3333Mi          5%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3335Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3345Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   69m          0%     3308Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    65m          0%     3327Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    64m          0%     3301Mi          5%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3344Mi          5%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3907Mi          6%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   64m          0%     3302Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3267Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    63m          0%     3370Mi          5%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     4094Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3881Mi          6%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    60m          0%     3315Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3296Mi          5%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3403Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3413Mi          5%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   57m          0%     3966Mi          6%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3368Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3379Mi          5%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   54m          0%     3905Mi          6%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3893Mi          6%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3281Mi          5%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3912Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3834Mi          5%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    52m          0%     3958Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3969Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     4031Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    50m          0%     2377Mi          3%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3988Mi          6%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   48m          0%     3957Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3890Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3878Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    46m          0%     3960Mi          6%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    45m          0%     3910Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3892Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   44m          0%     3929Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3898Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     3869Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     3890Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3906Mi          6%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   36m          0%     3895Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   34m          0%     3885Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   21m          0%     3905Mi          6%        
NAME                                                        CPU(cores)   CPU%   MEMORY(bytes)   MEMORY%   
node0.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    374m         2%     4777Mi          7%        
node17.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   76m          0%     3334Mi          5%        
node34.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   74m          0%     3277Mi          5%        
node2.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    73m          0%     3326Mi          5%        
node4.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    73m          0%     3301Mi          5%        
node28.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   72m          0%     4096Mi          6%        
node22.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   71m          0%     3345Mi          5%        
node5.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    69m          0%     3316Mi          5%        
node23.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     3345Mi          5%        
node31.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   67m          0%     3293Mi          5%        
node33.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   66m          0%     3309Mi          5%        
node3.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    65m          0%     3306Mi          5%        
node35.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3413Mi          5%        
node38.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   63m          0%     3302Mi          5%        
node49.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   62m          0%     3369Mi          5%        
node14.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   61m          0%     3295Mi          5%        
node7.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    61m          0%     3371Mi          5%        
node36.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   60m          0%     3263Mi          5%        
node43.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3381Mi          5%        
node37.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   59m          0%     3280Mi          5%        
node40.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   58m          0%     3401Mi          5%        
node8.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    56m          0%     3911Mi          6%        
node27.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   56m          0%     3967Mi          6%        
node45.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     3406Mi          5%        
node26.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   55m          0%     3321Mi          5%        
node19.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3909Mi          6%        
node10.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   53m          0%     3334Mi          5%        
node20.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   52m          0%     3309Mi          5%        
node15.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3988Mi          6%        
node51.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3970Mi          6%        
node9.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    51m          0%     3959Mi          6%        
node18.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   51m          0%     3907Mi          6%        
node32.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     4032Mi          6%        
node16.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   50m          0%     3302Mi          5%        
node44.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3955Mi          6%        
node30.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   49m          0%     3871Mi          6%        
node1.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    47m          0%     2378Mi          3%        
node47.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   47m          0%     3891Mi          6%        
node41.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3929Mi          6%        
node50.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3892Mi          6%        
node42.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   46m          0%     3885Mi          6%        
node12.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   45m          0%     3879Mi          6%        
node13.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3906Mi          6%        
node29.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   43m          0%     3909Mi          6%        
node21.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3836Mi          5%        
node48.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3893Mi          6%        
node24.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   42m          0%     3898Mi          6%        
node39.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   41m          0%     3892Mi          6%        
node11.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   40m          0%     3891Mi          6%        
node6.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us    39m          0%     3961Mi          6%        
node25.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   30m          0%     3885Mi          6%        
node46.sv440-201251.decentralizedsch-pg0.utah.cloudlab.us   27m          0%     3908Mi          6%        
